epoch,accuracy,loss,val_accuracy,val_loss
9,0.9153152704238892,0.22159604728221893,0.9384614825248718,0.16603773832321167
10,0.9405404925346375,0.15867315232753754,0.9025640487670898,0.2690355181694031
11,0.953153133392334,0.14582917094230652,0.9333332777023315,0.1842849850654602
12,0.953153133392334,0.12677955627441406,0.9282050728797913,0.2026541829109192
13,0.967567503452301,0.08942905813455582,0.9333332777023315,0.16092009842395782
14,0.9729729294776917,0.07707881927490234,0.9538460969924927,0.12359500676393509
15,0.9891891479492188,0.044039126485586166,0.9538460969924927,0.09538242965936661
16,0.976576566696167,0.06490679830312729,0.7897435426712036,0.737473726272583
17,0.9513512849807739,0.14589102566242218,0.958974301815033,0.1344326287508011
18,0.9828828573226929,0.049912046641111374,0.9025640487670898,0.2475341111421585
19,0.9252251982688904,0.17845439910888672,0.9435896873474121,0.12252572923898697
