epoch,accuracy,loss,val_accuracy,val_loss
0,0.591891884803772,0.8972975611686707,0.7897435426712036,0.6678913831710815
1,0.836936891078949,0.5830454230308533,0.887179434299469,0.4780609905719757
2,0.875675618648529,0.449280321598053,0.9282050728797913,0.3719457685947418
3,0.906306266784668,0.3766571879386902,0.9384614825248718,0.3245631754398346
4,0.9315314888954163,0.317702054977417,0.9435896873474121,0.28057095408439636
5,0.9234234094619751,0.2975510358810425,0.9538460969924927,0.2402506023645401
6,0.9405404925346375,0.2608344256877899,0.9538460969924927,0.22080542147159576
7,0.9405404925346375,0.23520737886428833,0.958974301815033,0.2052004337310791
8,0.9477477073669434,0.22150671482086182,0.958974301815033,0.19451680779457092
9,0.953153133392334,0.20357902348041534,0.9641025066375732,0.17664077877998352
