epoch,accuracy,loss,val_accuracy,val_loss
0,0.4513513445854187,1.2363207340240479,0.7692307233810425,0.6771731376647949
1,0.7090089917182922,0.6963735222816467,0.7846153378486633,0.49592435359954834
2,0.7954954504966736,0.5117174983024597,0.8564102053642273,0.4318421185016632
3,0.8432431817054749,0.4422112703323364,0.8820512294769287,0.34833499789237976
4,0.8774774670600891,0.3516598343849182,0.8923076391220093,0.33419233560562134
5,0.8972972631454468,0.3119567334651947,0.9179486632347107,0.2938184440135956
6,0.906306266784668,0.3261238634586334,0.8974358439445496,0.3174893856048584
7,0.9171170592308044,0.26299917697906494,0.9076922535896301,0.25643959641456604
8,0.9162161946296692,0.24371667206287384,0.9076922535896301,0.25974979996681213
9,0.9387387037277222,0.21303331851959229,0.923076868057251,0.2523525059223175
