epoch,accuracy,loss,val_accuracy,val_loss
9,0.9108107686042786,0.25723162293434143,0.958974301815033,0.1788041591644287
10,0.9387387037277222,0.17915457487106323,0.9076922535896301,0.19650597870349884
11,0.9495494961738586,0.15819615125656128,0.9179486632347107,0.19230373203754425
12,0.9459459185600281,0.15541502833366394,0.923076868057251,0.21154586970806122
13,0.9486486315727234,0.14476680755615234,0.9538460969924927,0.1674121618270874
14,0.9621621370315552,0.12141633778810501,0.9384614825248718,0.15644091367721558
15,0.9648648500442505,0.10948120057582855,0.9179486632347107,0.1749269813299179
16,0.9693693518638611,0.10623586177825928,0.9179486632347107,0.19750647246837616
17,0.9729729294776917,0.08867520838975906,0.9282050728797913,0.16200095415115356
18,0.976576566696167,0.08107443898916245,0.9692307114601135,0.14282798767089844
19,0.9603603482246399,0.09851307421922684,0.9282050728797913,0.20882055163383484
