epoch,accuracy,loss,val_accuracy,val_loss
9,0.9477477073669434,0.1749841719865799,0.9538460969924927,0.1814923882484436
10,0.9612612128257751,0.11819595098495483,0.958974301815033,0.14784151315689087
11,0.9783783555030823,0.08345422893762589,0.9692307114601135,0.1372421383857727
12,0.9855855703353882,0.05941084772348404,0.958974301815033,0.11592869460582733
13,0.9936936497688293,0.04315841943025589,0.9641025066375732,0.11006247252225876
14,0.9954954385757446,0.03991729021072388,0.9692307114601135,0.1188151091337204
15,0.9972972273826599,0.03358251228928566,0.9743589162826538,0.10801956057548523
16,0.9972972273826599,0.02591755799949169,0.9487178921699524,0.12964211404323578
17,0.9981981515884399,0.024366669356822968,0.9743589162826538,0.09969791024923325
18,0.99909907579422,0.018451349809765816,0.9692307114601135,0.09969174861907959
19,0.9999999403953552,0.015877028927206993,0.9692307114601135,0.10090862214565277
