epoch,accuracy,loss,val_accuracy,val_loss
0,0.4738738536834717,1.2061465978622437,0.6051281690597534,0.8335195183753967
1,0.6918918490409851,0.6942540407180786,0.7333332896232605,0.5880902409553528
2,0.7783783674240112,0.547636866569519,0.8256409764289856,0.4506644010543823
3,0.8099098801612854,0.46127840876579285,0.8461537957191467,0.4067007899284363
4,0.8405405282974243,0.4081200361251831,0.8769230246543884,0.3278301954269409
5,0.8783783316612244,0.3451620936393738,0.8769230246543884,0.32026442885398865
6,0.8855855464935303,0.312994122505188,0.8666666150093079,0.3123217225074768
7,0.8927927613258362,0.31162017583847046,0.9025640487670898,0.2687775194644928
8,0.9036035537719727,0.27852848172187805,0.9179486632347107,0.24822941422462463
9,0.9153152704238892,0.25023549795150757,0.9076922535896301,0.2600129246711731
