epoch,accuracy,loss,val_accuracy,val_loss
0,0.5630630254745483,0.9570509791374207,0.8051281571388245,0.6258078217506409
1,0.8171170949935913,0.551954984664917,0.8717948198318481,0.43898704648017883
2,0.8783783316612244,0.41010022163391113,0.9333332777023315,0.3417823314666748
3,0.8990990519523621,0.3361782729625702,0.923076868057251,0.307602196931839
4,0.9126125574111938,0.2889067530632019,0.9333332777023315,0.2694385349750519
5,0.929729700088501,0.25998011231422424,0.958974301815033,0.24273309111595154
6,0.9342342019081116,0.2328430563211441,0.9435896873474121,0.23157919943332672
7,0.945044994354248,0.2116539031267166,0.9641025066375732,0.21295849978923798
8,0.9468467831611633,0.19787046313285828,0.958974301815033,0.21583646535873413
9,0.9513512849807739,0.19166234135627747,0.9538460969924927,0.20950177311897278
