epoch,accuracy,loss,val_accuracy,val_loss
0,0.6036036014556885,0.920849084854126,0.8051281571388245,0.6809719204902649
1,0.7756756544113159,0.6604778170585632,0.8205127716064453,0.5461010932922363
2,0.8351351022720337,0.5373024940490723,0.8666666150093079,0.44213128089904785
3,0.8639639019966125,0.4658316671848297,0.8820512294769287,0.3880094587802887
4,0.8882882595062256,0.4104667007923126,0.8923076391220093,0.350970596075058
5,0.907207190990448,0.36325210332870483,0.8615384101867676,0.3251020312309265
6,0.9099098443984985,0.3423936069011688,0.8820512294769287,0.296199768781662
7,0.907207190990448,0.32410022616386414,0.887179434299469,0.28084439039230347
8,0.9090089797973633,0.31545940041542053,0.9025640487670898,0.26667848229408264
9,0.9315314888954163,0.28520631790161133,0.9076922535896301,0.2616816461086273
