epoch,accuracy,loss,val_accuracy,val_loss
0,0.5369369387626648,0.9718654751777649,0.7128204703330994,0.6946480870246887
1,0.7657657265663147,0.6282694339752197,0.8358973860740662,0.49401727318763733
2,0.8324323892593384,0.487498939037323,0.8717948198318481,0.40475034713745117
3,0.8675675392150879,0.42126187682151794,0.8923076391220093,0.3562186062335968
4,0.8990990519523621,0.3640541136264801,0.9025640487670898,0.3179563879966736
5,0.9054053425788879,0.32932400703430176,0.9025640487670898,0.29675033688545227
6,0.9126125574111938,0.30039888620376587,0.9025640487670898,0.2937859296798706
7,0.9261260628700256,0.28768086433410645,0.9025640487670898,0.28316178917884827
8,0.9189189076423645,0.2738184630870819,0.8769230246543884,0.31629514694213867
9,0.9207206964492798,0.24529600143432617,0.9128204584121704,0.2620554566383362
