epoch,accuracy,loss,val_accuracy,val_loss
0,0.337837815284729,1.1245355606079102,0.34871792793273926,1.0853933095932007
1,0.3882882595062256,1.088213562965393,0.49743586778640747,1.072623372077942
2,0.4261261224746704,1.0755339860916138,0.38461536169052124,1.063204050064087
3,0.4909909665584564,1.0608627796173096,0.44615381956100464,1.0510146617889404
4,0.5135135054588318,1.051395297050476,0.41538459062576294,1.0446209907531738
5,0.5027026534080505,1.0398991107940674,0.47179484367370605,1.0337978601455688
6,0.5027026534080505,1.0334267616271973,0.5999999642372131,1.0223209857940674
7,0.5621621608734131,1.0232411623001099,0.5487179160118103,1.0146602392196655
8,0.5828828811645508,1.0104711055755615,0.5282050967216492,1.0105451345443726
9,0.5729729533195496,1.0057265758514404,0.5641025304794312,0.9970689415931702
