epoch,accuracy,loss,val_accuracy,val_loss
0,0.3261260986328125,1.1506668329238892,0.3897435665130615,1.0919675827026367
1,0.41531530022621155,1.0812960863113403,0.35384613275527954,1.0829840898513794
2,0.39909908175468445,1.072719693183899,0.4564102292060852,1.069326400756836
3,0.40810808539390564,1.0653880834579468,0.4512820243835449,1.0588194131851196
4,0.4945945739746094,1.0479737520217896,0.49743586778640747,1.0478781461715698
5,0.49819818139076233,1.0381250381469727,0.5128204822540283,1.0386861562728882
6,0.5045045018196106,1.0328617095947266,0.5128204822540283,1.0279622077941895
7,0.5414414405822754,1.0172114372253418,0.49743586778640747,1.0194059610366821
8,0.5252252221107483,1.0126034021377563,0.5179486870765686,1.0096694231033325
9,0.5558558106422424,0.9977532029151917,0.5538461208343506,0.9996433258056641
