epoch,accuracy,loss,val_accuracy,val_loss
0,0.5414414405822754,0.9382209181785583,0.7692307233810425,0.6714296936988831
1,0.813513457775116,0.5576874017715454,0.8717948198318481,0.45457103848457336
2,0.8819819688796997,0.4219963848590851,0.9025640487670898,0.38113662600517273
3,0.8873873353004456,0.3554665446281433,0.9179486632347107,0.32974570989608765
4,0.9153152704238892,0.30419206619262695,0.9384614825248718,0.29115891456604004
5,0.9252251982688904,0.2660467028617859,0.9384614825248718,0.2598017752170563
6,0.9351351261138916,0.23698368668556213,0.9487178921699524,0.24249127507209778
7,0.9477477073669434,0.2151511013507843,0.9435896873474121,0.23085691034793854
8,0.953153133392334,0.20006459951400757,0.9435896873474121,0.22063320875167847
9,0.9558558464050293,0.18535271286964417,0.9435896873474121,0.20657959580421448
