epoch,accuracy,loss,val_accuracy,val_loss
0,0.5108107924461365,1.0083892345428467,0.6666666269302368,0.7861797213554382
1,0.7567567229270935,0.645536482334137,0.779487133026123,0.5695345401763916
2,0.837837815284729,0.4987476170063019,0.8410255908966064,0.444547176361084
3,0.8630630373954773,0.4119257628917694,0.8666666150093079,0.39329639077186584
4,0.8855855464935303,0.3698938488960266,0.8923076391220093,0.3579028248786926
5,0.9054053425788879,0.3376949727535248,0.8974358439445496,0.3436649739742279
6,0.9027026891708374,0.3108535706996918,0.887179434299469,0.327947735786438
7,0.9162161946296692,0.2779991924762726,0.9025640487670898,0.28008177876472473
8,0.9189189076423645,0.2725891172885895,0.9076922535896301,0.2722856104373932
9,0.928828775882721,0.24245959520339966,0.9128204584121704,0.2668651044368744
