epoch,accuracy,loss,val_accuracy,val_loss
0,0.5819819569587708,0.9103496670722961,0.7897435426712036,0.6743820309638977
1,0.8324323892593384,0.5896890163421631,0.8923076391220093,0.46750783920288086
2,0.8729729652404785,0.4557586908340454,0.9384614825248718,0.360431432723999
3,0.8972972631454468,0.3883543908596039,0.9692307114601135,0.300310879945755
4,0.9225224852561951,0.32741910219192505,0.9692307114601135,0.2556994557380676
5,0.9360359907150269,0.29138585925102234,0.9692307114601135,0.22816219925880432
6,0.9387387037277222,0.2653356194496155,0.9641025066375732,0.20788191258907318
7,0.9387387037277222,0.2372506856918335,0.9641025066375732,0.19276250898838043
8,0.9369369149208069,0.23203882575035095,0.9641025066375732,0.18598216772079468
9,0.9432432055473328,0.21820364892482758,0.9641025066375732,0.1664695292711258
