epoch,accuracy,loss,val_accuracy,val_loss
9,0.8864864706993103,0.2933351993560791,0.9128204584121704,0.23526006937026978
10,0.9513512849807739,0.14985120296478271,0.9179486632347107,0.24915136396884918
11,0.9225224852561951,0.19532696902751923,0.8615384101867676,0.3277682960033417
12,0.883783757686615,0.27616646885871887,0.9435896873474121,0.17995761334896088
13,0.9441441297531128,0.17782717943191528,0.9538460969924927,0.15770485997200012
14,0.9540539979934692,0.13750505447387695,0.9435896873474121,0.14229118824005127
15,0.9576576352119446,0.111103355884552,0.5897435545921326,1.1748600006103516
16,0.8036035895347595,0.5189028382301331,0.9282050728797913,0.2085494101047516
17,0.9324324131011963,0.19549071788787842,0.9435896873474121,0.1489238291978836
18,0.9495494961738586,0.14248734712600708,0.958974301815033,0.12029188126325607
19,0.9648648500442505,0.10792889446020126,0.3333333134651184,22.000497817993164
