epoch,accuracy,loss,val_accuracy,val_loss
9,0.9225224852561951,0.24941396713256836,0.9435896873474121,0.16893991827964783
10,0.9432432055473328,0.16349437832832336,0.9384614825248718,0.1463836431503296
11,0.9594594240188599,0.1208304688334465,0.9435896873474121,0.12662681937217712
12,0.9702702164649963,0.10286024212837219,0.9435896873474121,0.11955977231264114
13,0.9729729294776917,0.09075561165809631,0.958974301815033,0.11952991038560867
14,0.9720720052719116,0.08606518805027008,0.958974301815033,0.10739441215991974
15,0.9648648500442505,0.09267345070838928,0.9384614825248718,0.1432211548089981
16,0.9792792201042175,0.06607189774513245,0.9538460969924927,0.10329698771238327
17,0.9783783555030823,0.0653839111328125,0.958974301815033,0.11860352754592896
18,0.9783783555030823,0.06480974704027176,0.9333332777023315,0.13771013915538788
19,0.9819819331169128,0.05672696605324745,0.9538460969924927,0.1351526975631714
