epoch,accuracy,loss,val_accuracy,val_loss
9,0.9441441297531128,0.20081284642219543,0.9743589162826538,0.10356386005878448
10,0.9639639258384705,0.1278057098388672,0.9794871211051941,0.07646209746599197
11,0.975675642490387,0.09536271542310715,0.9743589162826538,0.07287196069955826
12,0.9801801443099976,0.07391714304685593,0.9743589162826538,0.06683582812547684
13,0.9810810685157776,0.07202062755823135,0.9641025066375732,0.07411904633045197
14,0.9819819331169128,0.05757053941488266,0.9846153259277344,0.06480590254068375
15,0.9846846461296082,0.05523867532610893,0.9794871211051941,0.05678173154592514
16,0.9882882237434387,0.04427187889814377,0.9846153259277344,0.046230804175138474
17,0.9846846461296082,0.03986075147986412,0.9897435307502747,0.04893971234560013
18,0.9891891479492188,0.0387955978512764,0.9794871211051941,0.04384801536798477
19,0.9927927255630493,0.030811278149485588,0.9897435307502747,0.03390064090490341
