epoch,accuracy,loss,val_accuracy,val_loss
0,0.5747747421264648,0.9363335967063904,0.7743589282035828,0.6963551640510559
1,0.8045044541358948,0.6441596746444702,0.8102563619613647,0.5330533385276794
2,0.8531531095504761,0.5270262956619263,0.851282000541687,0.4379267990589142
3,0.8963963389396667,0.4475856423377991,0.8615384101867676,0.3788228929042816
4,0.8927927613258362,0.39993157982826233,0.8615384101867676,0.3454667031764984
5,0.8936936855316162,0.3553059697151184,0.8923076391220093,0.315212219953537
6,0.907207190990448,0.3307702839374542,0.9076922535896301,0.29845789074897766
7,0.9234234094619751,0.31520789861679077,0.9025640487670898,0.2717756927013397
8,0.921621561050415,0.2989310920238495,0.8820512294769287,0.26092860102653503
9,0.928828775882721,0.2728332579135895,0.9076922535896301,0.24859455227851868
