epoch,accuracy,loss,val_accuracy,val_loss
0,0.33873873949050903,1.101927638053894,0.343589723110199,1.0940487384796143
1,0.39729729294776917,1.0838942527770996,0.4051281809806824,1.0818029642105103
2,0.46396395564079285,1.071777105331421,0.38461536169052124,1.0763908624649048
3,0.48288285732269287,1.060994029045105,0.41025638580322266,1.0606292486190796
4,0.4810810685157776,1.0475821495056152,0.3743589520454407,1.0514405965805054
5,0.4927927851676941,1.042198657989502,0.4307692050933838,1.0463452339172363
6,0.5108107924461365,1.032079815864563,0.5282050967216492,1.0310126543045044
7,0.5585585236549377,1.0210615396499634,0.5230768918991089,1.0283602476119995
8,0.5639639496803284,1.0125848054885864,0.5384615063667297,1.0184704065322876
9,0.5648648142814636,1.004615068435669,0.4923076629638672,1.004897952079773
