epoch,accuracy,loss,val_accuracy,val_loss
0,0.614414393901825,0.8901497721672058,0.8307691812515259,0.6384174227714539
1,0.8477477431297302,0.5730279088020325,0.8923076391220093,0.44669973850250244
2,0.8918918371200562,0.4412277638912201,0.9487178921699524,0.35289233922958374
3,0.9090089797973633,0.3757217526435852,0.9538460969924927,0.29514360427856445
4,0.9126125574111938,0.33101287484169006,0.9538460969924927,0.2602708637714386
5,0.9279279112815857,0.2889327108860016,0.9692307114601135,0.23074659705162048
6,0.9477477073669434,0.256597101688385,0.9692307114601135,0.2082822471857071
7,0.9513512849807739,0.2346513271331787,0.9743589162826538,0.1940567046403885
8,0.9432432055473328,0.22312240302562714,0.9692307114601135,0.1795039176940918
9,0.9432432055473328,0.21602825820446014,0.9692307114601135,0.1718382090330124
