epoch,accuracy,loss,val_accuracy,val_loss
0,0.5612612366676331,0.9484045505523682,0.7384614944458008,0.6432256102561951
1,0.813513457775116,0.5404443740844727,0.851282000541687,0.4646236300468445
2,0.882882833480835,0.40620049834251404,0.8717948198318481,0.37238869071006775
3,0.9018017649650574,0.3435826897621155,0.9333332777023315,0.3100491166114807
4,0.9180179834365845,0.2967766523361206,0.9333332777023315,0.29142940044403076
5,0.9243242740631104,0.2677871584892273,0.9487178921699524,0.24989090859889984
6,0.9333332777023315,0.23772621154785156,0.9435896873474121,0.24179407954216003
7,0.9441441297531128,0.21159428358078003,0.958974301815033,0.22861386835575104
8,0.9486486315727234,0.2021828293800354,0.958974301815033,0.2082536816596985
9,0.953153133392334,0.18378840386867523,0.958974301815033,0.20545677840709686
