epoch,accuracy,loss,val_accuracy,val_loss
0,0.5009008646011353,1.1134709119796753,0.271794855594635,1.1963263750076294
1,0.3522522449493408,1.2018461227416992,0.3641025424003601,1.3647990226745605
2,0.37117114663124084,1.2509475946426392,0.44102561473846436,1.0517641305923462
3,0.4576576352119446,1.0511188507080078,0.5025640726089478,0.946884274482727
4,0.5549549460411072,0.9180947542190552,0.687179446220398,0.821948766708374
5,0.6099098920822144,0.8710255026817322,0.6461538076400757,0.783400297164917
6,0.6675675511360168,0.7900630831718445,0.7897435426712036,0.6777844429016113
7,0.6747747659683228,0.7645493149757385,0.7999999523162842,0.6486495733261108
8,0.3181818127632141,0.0,0.8051281571388245,0.6089863181114197
9,0.723423421382904,0.6926686763763428,0.8102563619613647,0.6019647717475891
