epoch,accuracy,loss,val_accuracy,val_loss
9,0.5414414405822754,0.9376204013824463,0.8564102053642273,0.4603733420372009
10,0.8630630373954773,0.3642652630805969,0.9641025066375732,0.1391766220331192
11,0.9279279112815857,0.19341938197612762,0.9384614825248718,0.10516272485256195
12,0.9693693518638611,0.08113151788711548,0.9641025066375732,0.06094494089484215
13,0.952252209186554,0.13937364518642426,0.9743589162826538,0.07403954118490219
14,0.9801801443099976,0.054915349930524826,0.958974301815033,0.09051993489265442
15,0.976576566696167,0.08470218628644943,0.9692307114601135,0.09174244850873947
16,0.9621621370315552,0.10142110288143158,0.9794871211051941,0.07546405494213104
17,0.9774774312973022,0.05312168225646019,0.9743589162826538,0.08855058252811432
18,0.975675642490387,0.06214608997106552,0.9743589162826538,0.08282646536827087
19,0.9801801443099976,0.04678162932395935,0.9794871211051941,0.04863523691892624
